,0
313,01000010001010000010111010111000
314,01000010011100010000010011110100
315,01000010000110010111001010111110
316,01000001101011100100100100100100
317,01000010000111010011100100011010
318,01000010011000111010101010100010
319,01000010001010000110011100101000
320,01000001011111110110011001011011
321,01000001100011011100001100100000
322,01000001110100011101111001100111
323,01000010000000001010111010010100
324,01000010010000100000100000001111
325,01000010010101110001110000111100
326,01000010000000110011011111011101
327,01000010000111110110010101101010
328,01000010010101100100001110001110
329,01000010000000001010010010010111
330,01000001110111001101000010111110
331,01000010010100101011110011011010
332,01000010011011110001101111000011
333,01000010000010110010000111110111
334,01000001100010011101100010111001
335,01000001100111101101111101110101
336,01000001110100100001010111111110
337,01000001111101101100010000000001
338,01000010001111010010110111111111
339,01000010010100000001110011010101
340,01000010000111011110011000011111
341,01000010001111010100111100000001
342,01000010010100010000111011110010
343,01000010001000010001001010010011
344,01000010001011101000001111000101
345,01000010010110100001000000010001
346,01000010001101000110101101100110
347,01000001101110100011101101011110
348,01000001101011010010110000111010
349,01000001101100001000111011100010
350,01000001110101011110010011010101
351,01000010000001000100101100100100
352,01000010001011000110101001101001
353,01000010010000010010001110000110
354,01000010001101001001101001001001
355,01000010001101000111100110001111
356,01000010001011110000011011110000
357,01000010000011111001100111100010
358,01000010001000001100101010010111
359,01000010000100001111001001010010
360,01000001110111001101001010110101
361,01000001111010000111001101110000
362,01000001110110010101000100101110
363,01000001101110011110110110000101
364,01000001110100100000001000011001
365,01000010000001100001000101101101
366,01000010000011011000000111111111
367,01000010000111100001010001100011
368,01000010001001001000101001010001
369,01000010000111001011011001010010
370,01000010000100000000110010101001
371,01000010000000011001111001011101
372,01000001111100100100110111100100
373,01000001110110000111001111101000
374,01000001111001110111110100001000
375,01000010000000001011101101010100
376,01000001110011000101011010100001
377,01000001101001001001000001101011
378,01000001110011111000100110110110
379,01000010000000111101111101000100
380,01000010000011000001110111001110
381,01000010000010111010011101100110
382,01000010000010110000010101000000
383,01000010000010001111110100101011
384,01000010000001001010111111101000
385,01000001111111010011101101001000
386,01000001111100110111110101001011
387,01000001111111011011011011101001
388,01000010000000110110101010010010
389,01000010000001110111110011100011
390,01000001110101010000000110101101
391,01000001101010000110010100000001
392,01000001010010110110011001000011
393,01000001100100111011011001101100
394,01000001101100010011001110110011
395,01000001101001100011111100010011
396,01000001100101001001011111101011
397,01000001100100110110010010010110
398,01000001101000111101011111001101
399,01000001101011010110010010000100
400,01000001101011110001001110000011
401,01000001101011110000110110101111
402,01000001101011110000111001111101
403,01000001101100001010001110011110
404,01000001100100110011011111101010
405,01000001100000001110100111011101
406,01000001101000010110001111010011
407,01000001111001001000101101110110
408,01000010001000000111110000100000
409,01000010001110000010001100101000
410,01000010000001000000110000110000
411,01000001101000100100111111101100
412,01000001110001001111101010101110
413,01000001111001001101111001010000
414,01000001111010110001101100001010
415,01000001111001101011100100111111
416,01000001111001110000110010000011
417,01000001111010100111010011000100
418,01000001101001100011110001000111
419,01000001100010101110001100111010
420,01000001111001000101010010111100
421,01000010000101001110000111110110
422,01000010010000100101000111000001
423,01000010011100011110001011110101
424,01000010011000000111101000000010
425,01000010000011011101110111100001
426,01000010000000011000010000110000
427,01000010000011000110011111100011
428,01000010000011110101111010111111
429,01000010000011110100011100100100
430,01000010000011100000110110111001
431,01000010000100001000111110101101
432,01000001101111001001010110110101
433,01000001100101100011001100000110
434,01000001111001100011100110100010
435,01000010000100011111011100110011
436,01000010001110111010001010100010
437,01000010011001100110010110011000
438,01000010011011011001010010011110
439,01000010001101100111100000000000
440,01000010000100011100001011110000
441,01000010000111101011001111011001
442,01000010001011011010110010000101
443,01000010001000000101110110111000
444,01000010000000000011000011111011
445,01000001111011000011000000001011
446,01000001101000010011001111111101
447,01000001100011111110100100111010
448,01000001111010011101110100111110
449,01000010000100101101010010110110
450,01000010001100100100001100110001
451,01000010010111110010010110111101
452,01000010011000111111111001111111
453,01000010010001010011101000001010
454,01000010001110100010000101000111
455,01000010010100010110011001011110
456,01000010010111100100100010100110
457,01000010011001000101000101000011
458,01000010001111101000111011001001
459,01000001111111001111000111011100
460,01000001011100001101110100000010
461,01000001011110111000100101101100
462,01000001111010010101011110010100
463,01000010000101010001011010000111
464,01000010001011010001101001111100
465,01000010010110110000000111010000
466,01000010011000101000010010100001
467,01000010010010100110111100000010
468,01000010010100111001110101010101
469,01000010010011100010000110000101
470,01000010010011011101101011011011
471,01000010100000010011110000101111
472,01000010100101101111000000010011
473,01000010010110110011111100010111
474,01000001100010010000100001010100
475,01000001010001110010101001001100
476,01000001111100011110101111000001
477,01000010000110110010011101000110
478,01000010001101000101101101011100
479,01000010010111111000111010001000
480,01000010010101001001000001010001
481,01000010010010011001011001111111
482,01000010010001000111011011010001
483,01000010001110111100101011011001
484,01000010001100011110100001000001
485,01000010010101011001011101111000
486,01000010100100010101101010101110
487,01000010100010010110000010001101
488,01000001111000001011111101001111
489,01000001001110000101011111111011
490,01000001111011000001000010101011
491,01000010000101000100110111000111
492,01000010010000100010111000101011
493,01000010011101110100110011101000
494,01000010010101000100100001101011
495,01000010001101110101011101100000
496,01000010001110110100011100011100
497,01000010010001001010101100101110
498,01000010001100011010010001110101
499,01000010001101001000101011111101
500,01000010011000010000001110110100
501,01000010100000001001010000001111
502,01000010000010111100000001100110
503,01000001011100110001011100100111
504,01000001111000110000110111111111
505,01000010000010010110000101111011
506,01000010001101011010101100100110
507,01000010100001100111100010110101
508,01000010011100110101011001001110
509,01000010001001001101001010111101
510,01000010010000110011000110110100
511,01000010010100110101110111110111
512,01000010001101010000010001011001
513,01000010001011101101100010000001
514,01000010001111010110000000101111
515,01000010010111111011100110011011
516,01000010000100111011011101000000
517,01000001101000101000101111111110
518,01000001111001101110010001000011
519,01000010000001110111101100101101
520,01000010000110110111001011010000
521,01000010100010010100010101000011
522,01000010100101010011011011101100
523,01000010001111110111000000100100
524,01000010010111100001111011111101
525,01000010100000110000010010010000
526,01000010010100110000110100110111
527,01000010001000010011000110100100
528,01000010001100111100111011100100
529,01000010010100010000001101010001
530,01000010000101000110110110111100
531,01000001101011001111011000000110
532,01000001111001110001110011001000
533,01000010000000111000000100111110
534,01000001111101100000011010001000
535,01000010010101000111011100100010
536,01000010101000110000111010000111
537,01000010100011001010111001010110
538,01000010011110010011110010110010
539,01000010100110010101010101000000
540,01000010100001001011101000100001
541,01000010010000111000001010110110
542,01000010010011010010111011111011
543,01000010010100010000010011101011
544,01000010000010111010011010000001
545,01000001101010010011101111111010
546,01000001111001010111000111101111
547,01000010000010100010000100000101
548,01000010000000011100001000100011
549,01000001111001111011111110111000
550,01000010010000101001110101111001
551,01000010011100000111010101010001
552,01000010011000101110001001000100
553,01000010011001110111100100010001
554,01000010011001110111000001011100
555,01000010010100100010000110011100
556,01000010010010111010010010001011
557,01000010010011001110100101000001
558,01000001111001000101111011101100
559,01000001100101101101010110000111
560,01000001110101111010010000001000
561,01000010000001010100011011101010
562,01000010000010001010000011100011
563,01000001111101000111101000000011
564,01000001110110100101010110000010
565,01000010000101001010011011000101
566,01000010001011100101111111110110
567,01000010001110001010101101011001
568,01000010010001010011100010111100
569,01000010001111000010100111100111
570,01000010001011111011010010111111
571,01000010000111011010110001000011
572,01000001110000101111011000111001
573,01000001100001001111101010101010
574,01000001101101100001101111010100
575,01000001110000100100000101110010
576,01000001110011101101101011100011
577,01000001110010010000000011101101
578,01000001101110100110011001111000
579,01000001101011011110000011001110
580,01000001101110111110101011101010
581,01000001110001000000111001001011
582,01000001110100100000011000100101
583,01000001110111001001101100110001
584,01000001111000011010100000100010
585,01000001110100111111000001100011
586,01000001010101101010101011100101
587,01000000111111000110000010011111
588,01000001111010101001000110101001
589,01000001111110101011111011000110
590,01000010001000000001001110010110
591,01000010001101111110010100010101
592,01000010001110000001100010100110
593,01000010000110000110110111000010
594,01000010000100001110010110001101
595,01000010000010100100111000111000
596,01000001111110000000111010010110
597,01000001111110000001010101100010
598,01000001111110000001111100000001
599,01000001111101110000000101011111
600,01000001101000000011100100110111
601,01000001011011011100100000001100
602,01000010001001000000011001001110
603,01000010001111100011000101010011
604,01000010010110111010111100001001
605,01000010100010001001000011111111
606,01000010100101101101100111101011
607,01000010011001110111011111111111
608,01000010010100100011110000101010
609,01000010010100100111110010111010
610,01000010010011011011101001111110
611,01000010010001010100111010010010
612,01000010001111110001010101101010
613,01000010010000000101011010101110
614,01000001111111101100011110101101
615,01000001110010010010101011111011
616,01000010010000000100111010101001
617,01000010011011011010100111111101
618,01000010100000011000111010001110
619,01000010101101011010011010101000
620,01000010110000011011010010000101
621,01000010100011001001001110101100
622,01000010100001111110100101111111
623,01000010100101010110000101001001
624,01000010100010111001101010101001
625,01000010100100110110001111011001
626,01000010100010101101010101111001
627,01000010100001000011000100110100
628,01000010001101111100001011100001
629,01000010000110001001111011000111
630,01000010001111100101100101001000
631,01000010011011100100010000101111
632,01000010100001110101111011111001
633,01000010110100001001001010110000
634,01000010110010001110100011101000
635,01000010100011011010000101010101
636,01000010100101001000010110000001
637,01000010100110011010011101100110
638,01000010100110101110010111110111
639,01000010101100100010011101111001
640,01000010101100111110101111101000
641,01000010100100001110010100000110
642,01000010010000000011100111110110
643,01000010000101110000111010000001
644,01000010001111011110011011111101
645,01000010011101000100111111110001
646,01000010100011110000110011111110
647,01000010110110000011110111111110
648,01000010110000110010100111011101
649,01000010100011010010110010001010
650,01000010100100101011010010011010
651,01000010101001101000000000100011
652,01000010101001111000011100110001
653,01000010110001001100010000100101
654,01000010110001110110111001100101
655,01000010101000100011011101001111
656,01000010001110101111111101100110
657,01000010000101110110100100100111
658,01000010001111001011001010101000
659,01000010011010111000000000011011
660,01000010100111100010001100001110
661,01000010111010110000001010100001
662,01000010101011100000000011010010
663,01000010011111011110001100100101
664,01000010100111001010011100010011
665,01000010110000100110000101011110
666,01000010101100100111001010010000
667,01000010101101010001101101100100
668,01000010110000100000110001001110
669,01000010101001000000110000001000
670,01000010001111010101010010000000
671,01000010000110011100101111100011
672,01000010001110110011011100111111
673,01000010010111001100111001100111
674,01000010101010000110001101000111
675,01000010111101000011011010011110
676,01000010100111011100110110101010
677,01000010011100100001111010001001
678,01000010101101010010100000111001
679,01000010111001010000101111011000
680,01000010101111100111010101110010
681,01000010101000110001000110110011
682,01000010110010011101100111011100
683,01000010110001110111110100110011
684,01000010010100011111111001010100
685,01000010001011100110010001001100
686,01000010001111000101001100010110
687,01000010010111000011001100110101
688,01000010101010000110111011110011
689,01000010111101000110111011010000
690,01000010100110011111111100010001
691,01000010011111100110101001110000
692,01000010111001001011001101011111
693,01000010111011110011111010101010
694,01000010101100010100001010010011
695,01000010100101000110111111100100
696,01000010111000101111111000110100
697,01000010110111011100000100100100
698,01000010011001110010001101111000
699,01000010001001100110000110101011
700,01000010001111100011101000010101
701,01000010011000100110011101100101
702,01000010100101011100110110001101
703,01000010111010110001111011100111
704,01000010101010101101010100100010
705,01000010100100011011010010100011
706,01000010111100101101101101110001
707,01000010111000110110100100101011
708,01000010100110101000100010111101
709,01000010101000010101011100101001
710,01000010111100011110101011101101
711,01000010110110011001101110111111
712,01000010001110011011011100111010
713,01000010000101110111110001001110
714,01000010001111100101110010000111
715,01000010011001100101010011001000
716,01000010100010101011111011101010
717,01000010110000101011011110001001
718,01000010101010110101100001101001
719,01000010101000111101011100101000
720,01000010111011110001000000111011
721,01000010110001010101110001001111
722,01000010100101010101000001001110
723,01000010101101000100000111110010
724,01000010111100001001000000001100
725,01000010101110001000101001100101
726,01000010000010100100100001111100
727,01000010000100101011111100100011
728,01000010001111100101100110101011
729,01000010011010010001100011011111
730,01000010100000101111001001010011
731,01000010101011100011101111100101
732,01000010101000011001111100011001
733,01000010100110001011100111001011
734,01000010110100111011001100100100
735,01000010101100101011100100110010
736,01000010100101010000110110100111
737,01000010101110100111101000111111
738,01000010110000100100001001011010
739,01000010100011101110000111100110
740,01000010000100110101100101011011
741,01000010001000100000011011001101
742,01000010001111110110101110010110
743,01000010011011001110000001010100
744,01000010100000110111010100010010
745,01000010100111001110001101011100
746,01000010100111111101101111110111
747,01000010100110001100110011101011
748,01000010101110100100001111001010
749,01000010101011010101100101011111
750,01000010100101111101011010001101
751,01000010101011000111000011010100
752,01000010101000111010001100011001
753,01000010011100001110011010001010
754,01000010001101100110010100001100
755,01000010001010010101111100100001
756,01000010000111110010111011011101
757,01000010010011011001010100011110
758,01000010010101110001110001001111
759,01000010011011011111110000011010
760,01000010100011011001100011000100
761,01000010100001111101001011010110
762,01000010100011100010100001001111
763,01000010100100111000101001101110
764,01000010100100000101011111001001
765,01000010100011001111001111010011
766,01000010100000001001100000111010
767,01000010011100011001000111000010
768,01000010001010111101011010101011
769,01000010000110001111011011000111
770,01000001111101010100000100000110
771,01000010001001110000000110100010
772,01000010001011000011110110101000
773,01000010001011011011010101011011
774,01000010010001000111001101100011
775,01000010010111010011011100110000
776,01000010011001000000010101000011
777,01000010011001111111001110011101
778,01000010010111101001000010111010
779,01000010010100101100101101010100
780,01000010010001011010011001110010
781,01000010001110111010010100111010
782,01000001111100111100111011011111
783,01000001110100110010010100101111
784,01000001010011101000001001010000
785,01000001110011101010001010010010
786,01000010000001010001111111100111
787,01000001110111010000100010101000
788,01000001101011010000111011110001
789,01000001100101001111010101010110
790,01000001101101100100101010001011
791,01000001110101111010111101110010
792,01000001111011010011101000101001
793,01000001111011010011111001101111
794,01000001111011010011101011110110
795,01000001111101001101010110110001
796,01000001111011100000011000011011
797,01000001110011000011111100010100
798,01000001101001111100000100000100
799,01000010000111100011011101000101
800,01000010011000111010001111110000
801,01000010010111110101100001000000
802,01000010001101001101011010011001
803,01000010000101010001100001001101
804,01000010000001111000100111010111
805,01000010000010101101011011010000
806,01000010000111011010010101000110
807,01000010000110110000101101011010
808,01000010000110001001110111010010
809,01000010000110110100110101001000
810,01000010000001101010110110110100
811,01000001111001101100000000011100
812,01000010000000011000001000011111
813,01000010010110100110010110111111
814,01000010100011110100100000100000
815,01000010100100101110100101011001
816,01000010100001101010011110011011
817,01000010011101010111001101001101
818,01000010011100100110101101101101
819,01000010011000010011000100001101
820,01000010010011011001111000100101
821,01000010001110011010100001011011
822,01000010001010100100100000111110
823,01000010001100000001010101011111
824,01000010000111011110001101111000
825,01000010000010000110001101010001
826,01000010000001001101000001111100
827,01000010010111100111111001101101
828,01000010100011101100101001100000
829,01000010100010101010001101010010
830,01000010011111100110001001111101
831,01000010011111111100010010100001
832,01000010011110110111010100010111
833,01000010100000001000111000010010
834,01000010011001001111100011000100
835,01000010010010000000011110111111
836,01000010001100101110111001001011
837,01000010001001001001110010011011
838,01000010000000011111110000010000
839,01000001111100111100110101110101
840,01000010000010010111111100100011
841,01000010011000101011010111100110
842,01000010100010000000011000000001
843,01000010100000100011100010111110
844,01000010011100101011111110100000
845,01000010100001010010111100110000
846,01000010100011110100011100110110
847,01000010100100101101100101110011
848,01000010100110100110100000111110
849,01000010101010111110101010011001
850,01000010100110000100001110001111
851,01000010100000111001000010010110
852,01000010001101000100011100110100
853,01000001110111110100110110110000
854,01000010000011110001110011010001
855,01000010011001011101101100001001
856,01000010100000110000101110001111
857,01000010011111100010001001000100
858,01000010011101001110011100000101
859,01000010100010001000001001001011
860,01000010100100010010100101100100
861,01000010100011101101010010111100
862,01000010100101011010111010000110
863,01000010101101011100010010010100
864,01000010101101001110001110111110
865,01000010101001100110110111111100
866,01000010011011000001011101000100
867,01000010000111011111001010100010
868,01000010000011110101111001111100
869,01000010011011110000110010001011
870,01000010100010001010001011010000
871,01000010100000011010000101000000
872,01000010011101101001001010111010
873,01000010100010100010000101110010
874,01000010100010010010010001101111
875,01000010100000000000000011111101
876,01000010011111001100110110010011
877,01000010100000111001010000010100
878,01000010100100001011100100100101
879,01000010100001101100111110111011
880,01000010010111101100010110110100
881,01000010001010111111110100000010
882,01000010000001011001011011001011
883,01000010011010010001001000011001
884,01000010100100000101001101011111
885,01000010100010001010000010111011
886,01000010100001011100010111000010
887,01000010100100011010001100011101
888,01000010011101111100000111010010
889,01000010011001100000101011111010
890,01000010011011010111001111011001
891,01000010011101101011111100101011
892,01000010011111100110111011010000
893,01000010011011110000111011111111
894,01000010010001110010110101011101
895,01000010001011010110000011011111
896,01000010000000011010101000101011
897,01000010010110000110100100000001
898,01000010100011011010111111010110
899,01000010100100101010000111001000
900,01000010100100001110001000010100
901,01000010100110101010110010110010
902,01000010100001101100100011000111
903,01000010011000011000100101000001
904,01000010011100001011010111111101
905,01000010011010101111000110101001
906,01000010011001111001000000111101
907,01000010011101000100010010111001
908,01000010010100110100100001011001
909,01000010001100111100000001101101
910,01000010000000011100101011001111
911,01000010001110111001010001100010
912,01000010100000110010100100010000
913,01000010101000000000100100010001
914,01000010101000011111111111111010
915,01000010101010100011110000010111
916,01000010101100101000110111100011
917,01000010100110011111010000101101
918,01000010100110110111110111111010
919,01000010100101001110001011111000
920,01000010100001000111000010001100
921,01000010011111101001110111001111
922,01000010010101100000101010001100
923,01000010001101101010101010000101
924,01000010000000011100100111011110
925,01000010001100011100010111000001
926,01000010010100001000010000000111
927,01000010100000111101010000000011
928,01000010100111101010111100111011
929,01000010101100001000001000111110
930,01000010110001011101110001000001
931,01000010110000001100000110101011
932,01000010101100000011110100101101
933,01000010101011000010101011011011
934,01000010100111111111101010001010
935,01000010100000101101111011011011
936,01000010010111001011101111000100
937,01000010001001001100111110110010
938,01000010000000001111010010101100
939,01000010001100110110010100100111
940,01000010010010001110101000000101
941,01000010001110100110111110001110
942,01000010010010001110111111101010
943,01000010010111101011100111011010
944,01000010100000111011000001110110
945,01000010100100101101000100100111
946,01000010100101001000001100100010
947,01000010100010110010100001100110
948,01000010011110001000100000000100
949,01000010011001100001001100011101
950,01000010001110010001010000100101
951,01000010000101101001101111110010
952,01000001110111001111101111100010
953,01000010000011001011011011110101
954,01000010001000110101010001001101
955,01000010000110011101110010101011
956,01000010000001101100010011011101
957,01000001110111001010011110110110
958,01000001101110100001001001010100
959,01000001101110000101101111000010
960,01000001111000001000111101110011
961,01000010000010100001101110111111
962,01000010000110101110111101000010
963,01000010000111111000010010111011
964,01000001111110110111101100101001
965,01000001101111000000111110010111
966,01000001110001110111011110010000
967,01000001111110000011111110001010
968,01000001111111110000111110011001
969,01000001111110110101001101101011
970,01000001111110101010110011111001
971,01000001111100110010100000111110
972,01000001111001010011010000111100
973,01000001110111010100000000000100
974,01000001110111000110000111000000
975,01000001111000101011101111100100
976,01000001111011011010001110011001
977,01000001111101010110100111010000
978,01000001101100110001011000100001
979,01000001011101110000110010001000
980,01000001000011101100110101001011
981,01000000110110000111100111111000
982,01000000100110110010101001110111
983,01000000100100010110010001000011
984,01000001001100101011100000001000
985,01000001010010101000001001111100
986,01000001000001101001011101110110
987,01000001000000111011011111011101
988,01000001000000111100111100010010
989,01000001000000111101100111101110
990,01000001000000111100001111010000
991,01000001000000011000100010101011
992,01000000110000001011010110010100
993,01000000001001010110011110111000
994,01000001010010100010101111011101
995,01000001010000010111010110000001
996,01000001001011010000101101100010
997,01000001100101110001001010111101
998,01000010000100010010101000011011
